tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
,,,,,,,,,,79,,
,,,,,,,,,,82,,
453,"{""id"":453,""user_id"":null,""name"":""SentiStrength"",""detail"":""\u003cp\u003eSentiStrength is a tool for sentiment analysis available for free to academic users (with registration), in Java and Windows-optimized versions. It estimates the strength of sentiment in short texts, and can handle informal language. Strength is expressed in a scale of 1 to 5 for positive sentiments, and -1 to -5 for negative; it also includes an option for assessing neutrality. SentiStrength is available for multiple languages, with extensibility for languages and contexts not already included. According to the developers, SentiStrength has human-level accuracy for short English texts. Commercial users must purchase a license.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/453.jpg"",""creators_name"":""Thelwall, M., Buckley, K., \u0026 Paltoglou, G.; CyberEmotions Consortium"",""creators_email"":"""",""creators_url"":""http://www.cyberemotions.eu/"",""star_average"":0.0,""url"":""http://sentistrength.wlv.ac.uk/"",""last_updated"":""2014-07-03"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/453-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://sentistrength.wlv.ac.uk/,SentiStrength,"SentiStrength is a tool for sentiment analysis available for free to academic users (with registration), in Java and Windows-optimized versions. It estimates the strength of sentiment in short texts, and can handle informal language. Strength is expressed in a scale of 1 to 5 for positive sentiments, and -1 to -5 for negative; it also includes an option for assessing neutrality. SentiStrength is available for multiple languages, with extensibility for languages and contexts not already included. According to the developers, SentiStrength has human-level accuracy for short English texts. Commercial users must purchase a license.",SentiStrength,,https://tapor.ca/images/tools/0/453.jpg,0,79,,
,,,,,,,,,,82,,
482,"{""id"":482,""user_id"":null,""name"":""NodeXL"",""detail"":""\u003cp\u003eNodeXL is a free, open source tool for generating and exploring network graphs from Microsoft Excel files. It is particularly suited to data from social media sources, and includes the ability to directly import data from Twitter, YouTube, Flickr and email, with additional plugins available for gathering data from Facebook, Microsoft Exchange, wikis and URLs. The tool generates visualizations that can be adjusted, zoomed and filtered, with additional features for vertex grouping, graphing metric calculations, and automating tasks. NodeXL can both import and export data in GraphML, Pajek, UCINet and matrix formats.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/482.jpg"",""creators_name"":""M. Smith,  N. Milic-Frayling, B. Shneiderman, E. Mendes Rodrigues,  J. Leskovec and C. Dunne"",""creators_email"":"""",""creators_url"":""http://nodexl.codeplex.com/"",""star_average"":5.0,""url"":""http://nodexl.codeplex.com/"",""last_updated"":""2018-10-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/482-thumb.jpg"",""rating_count"":1,""recipes"":""""}",,http://nodexl.codeplex.com/,NodeXL,"NodeXL is a free, open source tool for generating and exploring network graphs from Microsoft Excel files. It is particularly suited to data from social media sources, and includes the ability to directly import data from Twitter, YouTube, Flickr and email, with additional plugins available for gathering data from Facebook, Microsoft Exchange, wikis and URLs. The tool generates visualizations that can be adjusted, zoomed and filtered, with additional features for vertex grouping, graphing metric calculations, and automating tasks. NodeXL can both import and export data in GraphML, Pajek, UCINet and matrix formats.",NodeXL,,https://tapor.ca/images/tools/0/482.jpg,5,79,,
,,,,,,,,,,4,,
483,"{""id"":483,""user_id"":null,""name"":""SNOBOL (String Oriented Symbolic Language)"",""detail"":""\u003cp\u003eSNOBOL is a programming language developed in the 1960s capable of symbol and free-form string manipulation that was of particular value to early computer-based Humanities research. SNOBOL4 was the final version released by AT\u0026amp;T Bell Laboratories.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/483.jpg"",""creators_name"":""David J. Farber, Ralph E. Griswold and Ivan P. Polonsky (AT\u0026T Bell Laboratories)"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://www.snobol4.com/"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/483-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.snobol4.com/,SNOBOL (String Oriented Symbolic Language),SNOBOL is a programming language developed in the 1960s capable of symbol and free-form string manipulation that was of particular value to early computer-based Humanities research. SNOBOL4 was the final version released by AT&T Bell Laboratories.,SNOBOL,,https://tapor.ca/images/tools/0/483.jpg,0,148,,
484,"{""id"":484,""user_id"":null,""name"":""FORTRAN"",""detail"":""\u003cp\u003eFORTRAN (from 'formula translating system') was a major programming language first developed by IBM in the late 1950s. While originally intended for science and engineering, with substantial drawbacks for users seeking to conduct text processing, its wide availability in academic computing centres neverthless made it an attractive choice for Humanities scholars seeking to automate research processes.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/484.jpg"",""creators_name"":""John Backus and IBM"",""creators_email"":"""",""creators_url"":""http://www-03.ibm.com/ibm/history/exhibits/builders/builders_backus.html"",""star_average"":0.0,""url"":""http://www-03.ibm.com/ibm/history/ibm100/us/en/icons/fortran/"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/484-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www-03.ibm.com/ibm/history/ibm100/us/en/icons/fortran/,FORTRAN,"FORTRAN (from 'formula translating system') was a major programming language first developed by IBM in the late 1950s. While originally intended for science and engineering, with substantial drawbacks for users seeking to conduct text processing, its wide availability in academic computing centres neverthless made it an attractive choice for Humanities scholars seeking to automate research processes.",Fortran,,https://tapor.ca/images/tools/0/484.jpg,0,79,,
,,,,,,,,,,148,,
485,"{""id"":485,""user_id"":null,""name"":""COMIT"",""detail"":""\u003cp\u003eCOMIT was an early string processing programming language developed for IBM 700/7000 computers at MIT from the late 1950s to mid 1960s. It was particularly designed for linguistics and natural language processing, and was taught to humanists to aid their research in the 1960s.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/485.jpg"",""creators_name"":""Victor Yngve and MIT"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/485-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,COMIT,"COMIT was an early string processing programming language developed for IBM 700/7000 computers at MIT from the late 1950s to mid 1960s. It was particularly designed for linguistics and natural language processing, and was taught to humanists to aid their research in the 1960s.",COMIT,,https://tapor.ca/images/tools/0/485.jpg,0,63,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
,,,,,,,,,,148,,
486,"{""id"":486,""user_id"":null,""name"":""COBOL"",""detail"":""\u003cp\u003eCOBOL (Common Business-Oriented Language) is a programming language first developed for business applications in the late 1950s. It was frequently referenced by humanists interested in applying computers and algorithms to their research, though infrequently used.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/486.jpg"",""creators_name"":""Conference on Data Systems Languages (CODASYL)"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/486-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,COBOL,"COBOL (Common Business-Oriented Language) is a programming language first developed for business applications in the late 1950s. It was frequently referenced by humanists interested in applying computers and algorithms to their research, though infrequently used.",COBOL,,https://tapor.ca/images/tools/0/486.jpg,0,148,,
487,"{""id"":487,""user_id"":null,""name"":""ALGOL"",""detail"":""\u003cp\u003eALGOL (Algorithmic Language) was a programming language developed in the mid 1950s and often discussed in relation to humanities research applications, such as concordances or computational linguistics.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/487.jpg"",""creators_name"":""Bauer, Bottenbruch, Rutishauser, Samelson, Backus, Katz, Perlis, Wegstein, Naur, Vauquois, van Wijngaarden, Woodger, Green, McCarthy"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/487-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,ALGOL,"ALGOL (Algorithmic Language) was a programming language developed in the mid 1950s and often discussed in relation to humanities research applications, such as concordances or computational linguistics.",ALGOL,,https://tapor.ca/images/tools/0/487.jpg,0,148,,
490,"{""id"":490,""user_id"":null,""name"":""PL/C"",""detail"":""\u003cp\u003ePL/C (Programming Language Cornell) was a programming language based on PL/I developed at Cornell University in the early 1970s as an entry-level language to facilitate programming instruction. It was occasionally used to introduce humanists to programming concepts, though it is unclear whether it was used for humanities-oriented research in its own right.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/490.jpg"",""creators_name"":""Cornell University"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/490-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,PL/C,"PL/C (Programming Language Cornell) was a programming language based on PL/I developed at Cornell University in the early 1970s as an entry-level language to facilitate programming instruction. It was occasionally used to introduce humanists to programming concepts, though it is unclear whether it was used for humanities-oriented research in its own right.",PL/C,,https://tapor.ca/images/tools/0/490.jpg,0,1,,
491,"{""id"":491,""user_id"":null,""name"":""SPITBOL"",""detail"":""\u003cp\u003eSPITBOL (Speedy Implementation of SNOBOL) was a complied implementation of SNOBOL4 with additional features, such as string reversal, of particular interest to researchers in the humanities.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/491.jpg"",""creators_name"":""Robert Dewar and Ken Belcher"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://www.snobol4.com/"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/491-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.snobol4.com/,SPITBOL,"SPITBOL (Speedy Implementation of SNOBOL) was a complied implementation of SNOBOL4 with additional features, such as string reversal, of particular interest to researchers in the humanities.",SPITBOL compiler,,https://tapor.ca/images/tools/0/491.jpg,0,1,,
493,"{""id"":493,""user_id"":null,""name"":""AWK"",""detail"":""\u003cp\u003eAWK is a programming language well suited to text processing first developed at Bell Labs in the late 1970s. It was particularly useful to humanists in the late 1980s and early 1990s, and was notably used to develop parts of the ARTFL project.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/493.jpg"",""creators_name"":""Alfred Aho, Peter Weinberger and Brian Kernighan (Bell Laboratories)"",""creators_email"":"""",""creators_url"":""http://cm.bell-labs.com/cm/cs/awkbook/"",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/493-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,AWK,"AWK is a programming language well suited to text processing first developed at Bell Labs in the late 1970s. It was particularly useful to humanists in the late 1980s and early 1990s, and was notably used to develop parts of the ARTFL project.",AWK,,https://tapor.ca/images/tools/0/493.jpg,0,148,,
495,"{""id"":495,""user_id"":null,""name"":""LISP"",""detail"":""\u003cp\u003eLISP is a longstanding high-level programming language first developed in the late 1950s. Within the humanities, it was applied to computational linguistics and natural language processing research.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/0/495.jpg"",""creators_name"":""John McCarthy (MIT)"",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":"""",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/0/495-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,LISP,"LISP is a longstanding high-level programming language first developed in the late 1950s. Within the humanities, it was applied to computational linguistics and natural language processing research.",Lisp,,https://tapor.ca/images/tools/0/495.jpg,0,63,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
,,,,,,,,,,148,,
508,"{""id"":508,""user_id"":1,""name"":""Leximancer"",""detail"":""\u003cp\u003eLeximancer is an application for identifying key concepts in a text, and exploring the results through interactive visualizations and data exports. It includes concept and network cloud visualizations, a sentiment lens, a query system, and multiple data export options for futher analysis. The system accepts texts in a variety of formats including plain text, CSV, HTML and XML, and supports 17 languages beyond English. Users can either purchase a license for the desktop version (Windows and OS X supported), or purchase access to the online LexiPortal, which charges based on months of usage rather than on a subscription basis. A free trial of the LexiPortal is also available.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/508.jpg"",""creators_name"":""Andrew Smith and Uniquest (University of Queensland)"",""creators_email"":""contact@leximancer.com"",""creators_url"":""http://uniquestportal.com/"",""star_average"":0.0,""url"":""http://info.leximancer.com/"",""last_updated"":""2014-09-29"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/508-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://info.leximancer.com/,Leximancer,"Leximancer is an application for identifying key concepts in a text, and exploring the results through interactive visualizations and data exports. It includes concept and network cloud visualizations, a sentiment lens, a query system, and multiple data export options for futher analysis. The system accepts texts in a variety of formats including plain text, CSV, HTML and XML, and supports 17 languages beyond English. Users can either purchase a license for the desktop version (Windows and OS X supported), or purchase access to the online LexiPortal, which charges based on months of usage rather than on a subscription basis. A free trial of the LexiPortal is also available.",Leximancer,,https://tapor.ca/images/tools/1/508.jpg,0,4,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
511,"{""id"":511,""user_id"":null,""name"":""Data Desk"",""detail"":""\u003cp\u003eData Desk  is a commercial application for data exploration, analysis and visualization available for both OS X and Windows systems. It uses a graphical user interface to provide numerous tools for working with data, and can generate several distinct views. Notably, the program is designed from an exploratory rather than inferential analysis perspective. An academic license is available for users with a .edu email address; academic users without a .edu address can purchase by contacting Data Description, Inc. directly. A trial license is also available.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/511.jpg"",""creators_name"":""Data Description, Inc."",""creators_email"":"""",""creators_url"":""http://www.datadesk.com/"",""star_average"":0.0,""url"":""https://datadescription.com/"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/511-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://datadescription.com/,Data Desk,"Data Desk  is a commercial application for data exploration, analysis and visualization available for both OS X and Windows systems. It uses a graphical user interface to provide numerous tools for working with data, and can generate several distinct views. Notably, the program is designed from an exploratory rather than inferential analysis perspective. An academic license is available for users with a .edu email address; academic users without a .edu address can purchase by contacting Data Description, Inc. directly. A trial license is also available.",Data Desk,,https://tapor.ca/images/tools/1/511.jpg,0,4,,
,,,,,,,,,,79,,
512,"{""id"":512,""user_id"":1,""name"":""Dataplot"",""detail"":""\u003cp\u003eDataplot is a free software system for data analysis, including characterization, visualization and modelling. It was developed in FORTRAN 77, and has been in continuous development since 1978. Dataplot is well-documented, with numerous tutorials for using and extending it. In addiiton, over 30 graphic types are supported, such as histograms, box plots, scatter plots and normal probability plots. This tool is currently available in Unix, Linux, OS X and Windows versions. Dataplot is open source, but is trademarked rather than licensed.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/512.jpg"",""creators_name"":""Alan Heckert and Jim Filliben, National Institute of Standards and Technology"",""creators_email"":"""",""creators_url"":""http://www.itl.nist.gov/div898/"",""star_average"":0.0,""url"":""http://www.itl.nist.gov/div898/software/dataplot/homepage.htm"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/512-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.itl.nist.gov/div898/software/dataplot/homepage.htm,Dataplot,"Dataplot is a free software system for data analysis, including characterization, visualization and modelling. It was developed in FORTRAN 77, and has been in continuous development since 1978. Dataplot is well-documented, with numerous tutorials for using and extending it. In addiiton, over 30 graphic types are supported, such as histograms, box plots, scatter plots and normal probability plots. This tool is currently available in Unix, Linux, OS X and Windows versions. Dataplot is open source, but is trademarked rather than licensed.",Dataplot,,https://tapor.ca/images/tools/1/512.jpg,0,4,,
,,,,,,,,,,79,,
513,"{""id"":513,""user_id"":1,""name"":""Coggle"",""detail"":""\u003cp\u003eCoggle is a web-based tool for visualizing and applying non-linear structuring to information. Though Coggle has been used for mind mapping, it is primarily a method of documenting branching and non-linear information, and encompassing multiple perspectives. It utlizes a drag and drop interface for integrating images, permits multiple users to edit at the same time without causing data conflicts, and supports Markdown and LaTeX formatting. Coggle diagrams can be interlinked, branches of one diagram can be spawned off into its own diagram connected back to the original, and individual branches can be linked via hashtags. The tool includes an API that permits users to interface their diagrams with other programs and manupulate or examine them, and diagrams can also be exported in various formats such as plain-text outline, vector PDFs or images. Coggle is free except where users require more than 100 monthly active users or a closed source version.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/513.jpg"",""creators_name"":""Coggle"",""creators_email"":"""",""creators_url"":""http://coggle.it"",""star_average"":0.0,""url"":""http://coggle.it/"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/513-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://coggle.it/,Coggle,"Coggle is a web-based tool for visualizing and applying non-linear structuring to information. Though Coggle has been used for mind mapping, it is primarily a method of documenting branching and non-linear information, and encompassing multiple perspectives. It utlizes a drag and drop interface for integrating images, permits multiple users to edit at the same time without causing data conflicts, and supports Markdown and LaTeX formatting. Coggle diagrams can be interlinked, branches of one diagram can be spawned off into its own diagram connected back to the original, and individual branches can be linked via hashtags. The tool includes an API that permits users to interface their diagrams with other programs and manupulate or examine them, and diagrams can also be exported in various formats such as plain-text outline, vector PDFs or images. Coggle is free except where users require more than 100 monthly active users or a closed source version.",Coggle,,https://tapor.ca/images/tools/1/513.jpg,0,4,,
,,,,,,,,,,61,,
,,,,,,,,,,79,,
,,,,,,,,,,84,,
517,"{""id"":517,""user_id"":1,""name"":""Visual Understanding Environment (VUE)"",""detail"":""\u003cp\u003eVisual Understanding Environment (VUE) is a free, open source application for mapping concepts, ideas and digital content. It enables users to generate nodes and links, and apply a simple set of tools to explore the relationships. VUE is, in the words of its developers, an application to \""integrate, organize and contextualize electronic content\"" in research or learning environments. Its tools include visualization, dynamic content mapping, semantic mapping, enhanced pathways and search functions.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/517.jpg"",""creators_name"":""VUE Project, Tufts University"",""creators_email"":"""",""creators_url"":""http://vue.tufts.edu/"",""star_average"":0.0,""url"":""http://vue.tufts.edu/index.cfm"",""last_updated"":""2018-10-12"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/VUE/VUE"",""thumb_url"":""images/tools/1/517-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/VUE/VUE,http://vue.tufts.edu/index.cfm,Visual Understanding Environment (VUE),"Visual Understanding Environment (VUE) is a free, open source application for mapping concepts, ideas and digital content. It enables users to generate nodes and links, and apply a simple set of tools to explore the relationships. VUE is, in the words of its developers, an application to ""integrate, organize and contextualize electronic content"" in research or learning environments. Its tools include visualization, dynamic content mapping, semantic mapping, enhanced pathways and search functions.",Visual Understanding Environment,,https://tapor.ca/images/tools/1/517.jpg,0,1,,
,,,,,,,,,,4,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
,,,,,,,,,,87,,
,,,,,,,,,,88,,
,,,,,,,,,,89,,
,,,,,,,,,,90,,
,,,,,,,,,,147,,
518,"{""id"":518,""user_id"":1,""name"":""NodeBox"",""detail"":""\u003cp\u003eNodeBox is an open-source package of tools that includes the capacity to visualize large data sets. It utilizes interconnected nodes to generate and manipulate data visualizations, and can import data either from common programs such as Excel, or from custom user-developed importers.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/518.jpg"",""creators_name"":""Experimental Media Research Group, St. Lucas University College of Art and Design"",""creators_email"":"""",""creators_url"":""http://www.emrg.be/"",""star_average"":0.0,""url"":""https://www.nodebox.net/"",""last_updated"":""2014-11-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/518-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.nodebox.net/,NodeBox,"NodeBox is an open-source package of tools that includes the capacity to visualize large data sets. It utilizes interconnected nodes to generate and manipulate data visualizations, and can import data either from common programs such as Excel, or from custom user-developed importers.",NodeBox,,https://tapor.ca/images/tools/1/518.jpg,0,4,,
,,,,,,,,,,79,,
,,,,,,,,,,88,,
519,"{""id"":519,""user_id"":1,""name"":""Qualrus"",""detail"":""\u003cp\u003eQualrus is a commercial application for qualitative data analysis, including data coding and statistics functions. It can analyze data from a wide variety of sources, including common text, web, image, video and audio files. The data coding functions are supplemented by machine learning processes to assist data processing and analysis. In terms of analysis, it offers a number of common text analysis functions including tokenization, co-occurences, and Boolean search, and can visualize a network view of interrelationships. It is particularly aimed at academic and institutional applications, and both student and free trial versions are avaiable.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/519.jpg"",""creators_name"":""The Idea Works, Inc."",""creators_email"":"""",""creators_url"":""http://www.ideaworks.com/"",""star_average"":0.0,""url"":""http://www.qualrus.com/"",""last_updated"":""2018-10-05"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/519-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.qualrus.com/,Qualrus,"Qualrus is a commercial application for qualitative data analysis, including data coding and statistics functions. It can analyze data from a wide variety of sources, including common text, web, image, video and audio files. The data coding functions are supplemented by machine learning processes to assist data processing and analysis. In terms of analysis, it offers a number of common text analysis functions including tokenization, co-occurences, and Boolean search, and can visualize a network view of interrelationships. It is particularly aimed at academic and institutional applications, and both student and free trial versions are avaiable.",Qualrus,,https://tapor.ca/images/tools/1/519.jpg,0,1,,
,,,,,,,,,,4,,
,,,,,,,,,,79,,
,,,,,,,,,,80,,
,,,,,,,,,,82,,
,,,,,,,,,,85,,
,,,,,,,,,,87,,
,,,,,,,,,,89,,
,,,,,,,,,,90,,
,,,,,,,,,,147,,
525,"{""id"":525,""user_id"":1,""name"":""Carrot2"",""detail"":""\u003cp\u003eCarrot2 is a free, open source search clustering engine with additional document categorization functions. For each set of search terms, Carrot2 provides a topic tree and subtopics built from the search results, and generates visualizations that enable users to quickly overview their search. Searches can be filtered according to source, such as Bing, image files or the Wikipedia, results can be clustered according to several presets such as K-means or URL, or filtered by country and langauge. Carrot2 enables users to download results in ranges from 50 to 200 for further analysis.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/1/525.jpg"",""creators_name"":""Stanislaw Osinski, Dawid Weiss"",""creators_email"":"""",""creators_url"":""http://project.carrot2.org/authors.html"",""star_average"":0.0,""url"":""http://search.carrot2.org/stable/search"",""last_updated"":""2018-10-30"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/525-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://search.carrot2.org/stable/search,Carrot2,"Carrot2 is a free, open source search clustering engine with additional document categorization functions. For each set of search terms, Carrot2 provides a topic tree and subtopics built from the search results, and generates visualizations that enable users to quickly overview their search. Searches can be filtered according to source, such as Bing, image files or the Wikipedia, results can be clustered according to several presets such as K-means or URL, or filtered by country and langauge. Carrot2 enables users to download results in ranges from 50 to 200 for further analysis.",Carrot2,,https://tapor.ca/images/tools/1/525.jpg,0,147,,
,,,,,,,,,,1,,
,,,,,,,,,,81,,
,,,,,,,,,,86,,
544,"{""id"":544,""user_id"":936,""name"":""Hypothesis"",""detail"":""Hypothesis is an online annotation tool. It allows you to see community annotations and store your own annotations for anything on the internet."",""is_approved"":false,""image_url"":""images/tools/1/544.jpg"",""creators_name"":""Dan Whaley et. al"",""creators_email"":"""",""creators_url"":""https://hypothes.is/team/"",""star_average"":0.0,""url"":""https://hypothes.is/"",""last_updated"":""2016-03-27"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/544-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://hypothes.is/,Hypothesis,Hypothesis is an online annotation tool. It allows you to see community annotations and store your own annotations for anything on the internet.,Hypothesis,,https://tapor.ca/images/tools/1/544.jpg,0,,,
547,"{""id"":547,""user_id"":936,""name"":""graph-tool"",""detail"":""graph-tool is a python library implemented in C++ that allows for a number of statistical analyses with graphs."",""is_approved"":false,""image_url"":""images/tools/1/547.jpg"",""creators_name"":"""",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://graph-tool.skewed.de/"",""last_updated"":""2016-03-27"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/547-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://graph-tool.skewed.de/,graph-tool,graph-tool is a python library implemented in C++ that allows for a number of statistical analyses with graphs.,Graph-tool,,https://tapor.ca/images/tools/1/547.jpg,0,,,
550,"{""id"":550,""user_id"":936,""name"":""igraph"",""detail"":""igraph is a network analysis tool that can be used in R, python, and C++. It's focused on usability, portability, and ease of use."",""is_approved"":false,""image_url"":""images/tools/1/550.jpg"",""creators_name"":"""",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://igraph.org/redirect.html"",""last_updated"":""2016-03-27"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/550-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://igraph.org/redirect.html,igraph,"igraph is a network analysis tool that can be used in R, python, and C++. It's focused on usability, portability, and ease of use.",igraph,,https://tapor.ca/images/tools/1/550.jpg,0,,,
551,"{""id"":551,""user_id"":936,""name"":""igraph"",""detail"":""Igraph is a series of network analysis function libraries and tools built into C, C++, R, and python. It’s free, open source, and focuses on usability and portability."",""is_approved"":false,""image_url"":""images/tools/1/551.jpg"",""creators_name"":"""",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://igraph.org/"",""last_updated"":""2016-04-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/551-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://igraph.org/,igraph,"Igraph is a series of network analysis function libraries and tools built into C, C++, R, and python. It’s free, open source, and focuses on usability and portability.",igraph,,https://tapor.ca/images/tools/1/551.jpg,0,,,
552,"{""id"":552,""user_id"":936,""name"":""Cytoscape"",""detail"":""Cytoscape does a number of tasks related to network analysis and visualization. It’s geared towards working with web-related systems, but can be used to work with any kind of attribute."",""is_approved"":false,""image_url"":""images/tools/1/552.jpg"",""creators_name"":"""",""creators_email"":"""",""creators_url"":"""",""star_average"":0.0,""url"":""http://www.cytoscape.org/"",""last_updated"":""2016-04-17"",""nature"":""tool"",""language"":null,""code"":null,""repository"":"""",""thumb_url"":""images/tools/1/552-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.cytoscape.org/,Cytoscape,"Cytoscape does a number of tasks related to network analysis and visualization. It’s geared towards working with web-related systems, but can be used to work with any kind of attribute.",Cytoscape,,https://tapor.ca/images/tools/1/552.jpg,0,,,
